cantor,code,titulo
Leandro E Leonardo,6906,COPO DE VINHO
Leandro E Leonardo,3062,"DESCULPE, MAS EU VOU CHORAR"
Leandro E Leonardo,3469,EU JURO
Leandro Lehart,16007,VEM DANÇAR O MESTIÇO
Leandro Lehart,6405,CAMILA BANDIDA
Leandro Lopes,7580,DEIXO A VOZ ME LEVAR
Leandro Sapucahy,1471,SÓ FALTOU VOCÊ LADO A LADO B
LeAnn Rimes,19434,HOW DO I LIVE
Leci Brandão,7383,ME PERDOA POETA
Leci Brandão,7401,OLODUM FORÇA DIVINA
Leci Brandão,7453,SÓ QUERO TE NAMORAR
Leci Brandão,3525,ISSO É FUNDO DE QUINTAL
Leci Brandão,16120,ZÉ DO CAROÇO
Leci Brandão,6669,PERDOA
Led Zeppelin,19095,D'YER MAK'ER
Led Zeppelin,19422,ALL MY LOVE
Led Zeppelin,19915,ROCK AND ROLL
Led Zeppelin,19476,STAIRWAY TO HEAVEN
Lee Jackson,2592,HEY GIRL
Leela,6985,TE PROCURO
Leela,7202,ODEIO GOSTAR
Legião Urbana,9371,A CANÇÃO DO SENHOR DA GUERRA
Legião Urbana,3112,HÁ TEMPOS
Legião Urbana,3202,PAIS E FILHOS
Legião Urbana,3569,ÍNDIOS
Legião Urbana,3228,QUANDO O SOL BATER NA JANELA
Legião Urbana,3229,QUASE SEM QUERER
Legião Urbana,3230,QUE PAÍS É ESSE
Legião Urbana,3596,TEATRO DE VAMPIROS
Legião Urbana,3267,TEMPO PERDIDO
Legião Urbana,3090,EU SEI
Legião Urbana,3254,SERÁ
Legião Urbana,1831,ACRILIC ON CANVAS
Legião Urbana,1838,O MUNDO ANDA TÃO COMPLICADO
Legião Urbana,1843,AS FLORES DO MAL
Legião Urbana,1881,1965 (DUAS TRIBOS)
Legião Urbana,1910,SOLDADOS
Legião Urbana,1911,A DANÇA
Legião Urbana,1914,MÚSICA URBANA 2
Legião Urbana,15327,DANIEL NA COVA DOS LEÕES
Legião Urbana,15431,SERENÍSSIMA
Legião Urbana,15599,VINTE E NOVE
Legião Urbana,15738,MENINOS E MENINAS
Legião Urbana,15758,VAMOS FAZER UM FILME
Legião Urbana,15973,PERFEIÇÃO
Legião Urbana,16065,MAURÍCIO
Legião Urbana,16113,SETE CIDADES
Legião Urbana,3603,A VIA LÁCTEA
Legião Urbana,3614,DEZESSEIS
Legião Urbana,3643,VENTO NO LITORAL
Legião Urbana,3647,ANGRA DOS REIS
Legião Urbana,3884,MONTE CASTELO
Legião Urbana,16420,SÓ POR HOJE
Legião Urbana,4101,ANTES DAS SEIS
Legião Urbana,4168,POR ENQUANTO
Legião Urbana,4195,GIZ
Legião Urbana,4355,HOJE A NOITE NÃO TEM LUAR
Legião Urbana,6062,GERAÇÃO COCA-COLA
Legião Urbana,6217,FÁBRICA
Legião Urbana,6262,LOVE IN THE AFTERNOON
Legião Urbana,6324,ANDREA DORIA
Legião Urbana,6534,EU ERA UM LOBISOMEM JUVENIL
Legião Urbana,3323,EDUARDO E MÔNICA
Legião Urbana ,1273,SE FIQUEI ESPERANDO MEU AMOR PASSAR 
Leif Garrett,4544,PUT YOUR HEAD ON MY SHOULDER
Leila Pinheiro,7407,PAULISTA
Leila Pinheiro,7727,VENTOS DE PAZ
Leila Pinheiro,7895,A VIDA QUE A GENTE LEVA
Leila Pinheiro,7950,E MUITO MAIS
Leila Pinheiro,1302,NUA IDÉIA
Leila Pinheiro,1407,CATAVENTO E GIRASSOL
Leila Pinheiro,6599,VERDE
Leila Pinheiro,3458,BESAME
Lenine,7340,DO IT
Lenine,7715,TUDO POR ACASO
Lenine,9346,TODAS ELAS JUNTAS NUM SÓ SER
Lenine,9491,NÃO FAZ MAL A NINGUÉM
Lenine,1108,É O QUE ME INTERESSA
Lenine,1133,MARTELO BIGORNA
Lenine,1298,MERO DETALHE
Lenine,1492,AQUILO QUE DÁ NO CORAÇÃO
Lenine,15270,SE NÃO FOR AMOR EU CEGUE
Lenine,16062,HOJE EU QUERO SAIR SÓ
Lenine,6563,AGORA É QUE SÃO ELAS
Lenine,6948,NINGUÉM FAZ IDÉIA
Lenine ,1263,O SILÊNCIO DAS ESTRELAS 
Lenine e Julieta Venegas,2713,MIEDO
Lenine E Mundo Livre,7683,QUE BAQUE É ESSE?
Lenine E Zeca Baleiro,7662,PACIÊNCIA
Lenine e Zélia Duncan,9294,NATURALMENTE
Lennon Sisters,4503,AUTUMN LEAVES
Lenny Kravitz,4874,CAN'T GET YOU OFF MY MIND
Lenny Kravitz,4854,AGAIN
Lenny Kravitz,19256,IT AIN'T OVER 'TIL IT'S OVER
Lenny Kravitz ,9218,FLY AWAY 
Lenny Kravitz ,9249,CALLING ALL ANGELS 
Leno,15041,A FESTA DOS SEUS QUINZE ANOS
Leno,3736,A POBREZA
Leno E Lilian,3219,POBRE MENINA
Leno E Lilian,3874,EU NÃO SABIA QUE VOCÊ EXISTIA
Leno E Lilian,4107,DEVOLVA-ME
Leno E Lilian,7269,VEJA SE ME ESQUECE
Leno e Lílian,2712,MEU SONHO DE AMOR
Leny Andrade,1310,RIO
Leny Andrade,3058,DEIXA
Leny Andrade,7056,AMOR PROIBIDO
Leny Andrade,3311,CHORA TUA TRISTEZA
Léo Canhoto / Robertinho,3310,CAIU O PALCO
Léo Chaves - Ludmilla,16578,SOL DAS SEIS
Léo e Gabriel,1574,SOB A LUA E OS OLHARES
Léo e Júnior,1695,Ô LÁ EM CASA
Léo e Thiago,15629,TÁ DE BOBEIRA
Léo e Thiago,15630,TCHAU TCHAU
Leo Jaime,6621,NADA MUDOU
Léo Jaime,7906,AS SETE VAMPIRAS
Léo Jaime,9503,O POBRE
Léo Jaime,1973,CONQUISTADOR BARATO (BAMBOLÊ)
Léo Jaime,15463,HOJE E SEMPRE
Léo Jaime,15473,PODE SER
Léo Jaime,3916,GATINHA MANHOSA
Léo Jaime,4129,PRECISO DIZER QUE TE AMO
Léo Jaime,7176,MENSAGEM DE AMOR
Léo Jaime,3452,A VIDA NÃO PRESTA
Léo Jaime,16638,ROCK ESTRELA
Léo Magalhães,1487,CAMAS SEPARADAS
Léo Magalhães,1599,NÃO É AMOR
Léo Magalhães,16389,OI
Léo Maia,15788,REVANCHE
Leo Rodrigues - MC Bola,15172,ELA É TOP
Léo Rodriguez,15517,VAI NO CAVALINHO
Léo Santana - Anitta,16604,CONTATINHO
Léo Santana - Ivete Sangalo,15547,NOSSA COR
Leo Sayer,19936,MORE THAN I CAN SAY
Leona Lewis,5875,BLEEDING LOVE
Leona Lewis,5872,BETTER IN TIME
Leona Lewis,5855,A MOMENT LIKE THIS
Leonardo,7293,ÁGUA DE COCO
Leonardo,7329,DE CORPO E ALMA
Leonardo,7331,DE LATINHA NA MÃO
Leonardo,7448,SINHÁ MOÇA
Leonardo,7433,ROLA PINGA
Leonardo,7674,PERTO DOS OLHOS LONGE DO CORAÇÃO
Leonardo,9354,UMA FESTA TODO DIA
Leonardo,7977,IDAS E VOLTAS
Leonardo,9576,A FILA ANDA
Leonardo,9627,CAI NA REAL
Leonardo,9668,ESCORPIÃO
Leonardo,9649,CORAÇÃO BANDIDO
Leonardo,1134,MENTIROSA
Leonardo,1159,"VOLTE, AMOR"
Leonardo,1188,ESSE ALGUÉM SOU EU
Leonardo,1197,LONGE
Leonardo,1335,FLOR DO MEU SERTÃO
Leonardo,1569,QUEM É
Leonardo,1672,EU E A LUA
Leonardo,1674,HOJE
Leonardo,1712,QUERO TE AMAR (É O SEU AMOR)
Leonardo,2760,ZUAR E BEBER
Leonardo,2903,"BEBER, BEBER"
Leonardo,15287,CHORO
Leonardo,15742,PEGA EU E LEVA PRA VOCÊ
Leonardo,15904,LIGA LÁ EM CASA
Leonardo,4229,CANÇÃO DO TERCEIRO MILÊNIO
Leonardo,4278,MANO
Leonardo,4284,NAMORO NOVO
Leonardo,4305,BOTO PRA REMEXER
Leonardo,4360,MENTIRA QUE VIROU PAIXÃO
Leonardo,4494,QUERO COLO
Leonardo,6061,FIQUEI SOZINHO
Leonardo,6157,TODAS AS COISAS DO MUNDO
Leonardo,6237,TÔ FORA
Leonardo,6248,CRISTAL QUEBRADO
Leonardo,6304,O QUANTO TE AMEI
Leonardo,6401,A DISTÂNCIA
Leonardo,6479,VEM SONHAR
Leonardo,6515,TE AMO DEMAIS
Leonardo,6522,A MALVADA
Leonardo,6596,TUA SOMBRA EM MEU CAMINHO
Leonardo,6648,BRINCADEIRA TEM HORA
Leonardo,6713,QUERO ACENDER TEU FOGO
Leonardo,6732,FANTASIAS
Leonardo,6803,A DESCONHECIDA
Leonardo,7136,FEITO TATUAGEM
Leonardo,7147,FOME DE AMOR
Leonardo,7238,SE AINDA EXISTE AMOR
Leonardo,7054,AMARRADO E CARIMBADO
Leonardo ,7362,FEITIÇO
Leonardo ,1097,POR QUE É TÃO CRUEL O AMOR? 
Leonardo ,1266,"POR FAVOR, REZA PRA NÓS "
Leonardo ,1280,VIAJEI 
Leonardo ,1763,ALUCINAÇÃO
Leonardo ,4433,DEIXARIA TUDO
Leoni,9618,AS CARTAS QUE EU NÃO MANDO
Leoni,1606,GAROTOS
Leoni,15362,AS COISAS NÃO CAEM DO CÉU
Leoni,6881,50 RECEITAS
Leoni,6968,POR QUE NÃO EU?
Leva Nóiz,1677,LIGA DA JUSTIÇA
Level 42,19749,SOMETHING ABOUT YOU
Lexa,15929,PIOR QUE SINTO FALTA
Lexa,15994,POSSO SER
Lia Sophia,15042,AI MENINA
Liah,7704,TARDE DEMAIS
Liah,1215,E NÃO VOU MAIS DEIXAR VOCÊ TÃO SÓ
Liah,6698,GAROTAS CHORAM DEMAIS
Liah,6739,O AMOR É MAIS
Liah E Tiziano Ferro,6875,SERE NERE
Liah Soares,15920,VOCÊ POR PERTO
Light Reflections,9060,TELL ME ONCE AGAIN
Lighthouse Family,19345,LOVING EVERY MINUTE
Lighthouse Family,19394,RUN
Lighthouse Family,19578,HIGH
Lighthouse Family,19943,FREE-ONE (I WISH I KNEW HOW IT WOULD FEEL TO BE) 
Lilian,6376,LACINHOS COR-DE-ROSA (PINK SHOE LACES)
Lilian,6795,SOU REBELDE
Lillo Thomas,19823,JUST MY IMAGINATION (RUNNING AWAY WITH ME)
Lily Allen,19350,SMILE
Limahl,19854,THE NEVER ENDING STORY
Limão Com Mel,7581,DEPENDENTES
Limão com Mel,9614,ANJO QUERUBIM
Limão Com Mel,3979,TODA SUA
Limão Com Mel,6992,TUDO DEU EM NADA (MENTA Y LIMON)
Limão Com Mel,7117,E TOME AMOR
Limão Com Mel,16639,TOMA CONTA DE MIM
Limp Bizkit,19813,BEHIND BLUE EYES
Linda Ronstadt,4633,IT'S SO EASY
Linda Ronstadt - James Ingram,19268,SOMEWHERE OUT THERE
Lindomar Castilho,7353,EU AMO SUA MÃE
Lindomar Castilho,7358,EU VOU RIFAR MEU CORAÇÃO
Lindomar Castilho,7394,NÓS SOMOS DOIS SEM VERGONHAS
Lindomar Castilho,6600,VOCÊ É DOIDA DEMAIS
Língua De Trapo,7931,CONCHETA
Língua de Trapo,9552,TUDO PRO PARAGUAI
Linkin Park,19295,IN THE END
Linkin Park,19553,NUMB
Linkin Park,19607,BRAKING THE HABIT
Linkin Park,19648,CRAWLING
Linkin Park,19712,SOMEWHERE I BELONG
Linkin Park,19869,WHAT I'VE DONE
Linox,9433,DE REPENTE
Lionel Richie,4900,HELLO
Lionel Richie,2539,TRULY
Lionel Richie,4773,STILL
Lionel Richie,4775,STUCK ON YOU
Lionel Richie,4548,SAY YOU SAY ME
Lionel Richie,4676,ALL NIGHT LONG
Lipstick,1971,CADA SEGUNDO QUE EU TINHA
Lisa Stansfield,9158,REAL LOVE
Lisa Stansfield,19562,ALL AROUND THE WORLD
Little Mix,19279,WINGS
Little Mix,19528,BLACK MAGIC
Little Mix,19614,HAIR
Little Mix,19862,MOVE
Little Mix - Stormzy,19773,POWER
Little Richard ,9264,LONG TALL SALLY 
Live,19827,OPERATION SPIRIT
Live,19863,PAIN LIES ON THE RIVERSIDE
Lô Borges,15435,SONHO REAL
Lô Borges,6718,UM GIRASSOL DA COR DO SEU CABELO
Lô Borges,6727,CLUBE DA ESQUINA Nº 2
Lobão,7428,RÁDIO BLÁ
Lobão,7476,VIDA LOUCA VIDA
Lobão,1433,NOITE E DIA
Lobão,1681,A HORA DA ESTRELA
Lobão,3143,ME CHAMA
Lobão,1893,DECADENCE AVEC ELEGANCE
Lobão,15451,CHORANDO NO CAMPO
Lobão,15600,VOU TE LEVAR
Lobão,3646,A QUEDA
Lobão,3871,"ESSA NOITE, NÃO"
Lobo,19698,HOW CAN I TELL HER
Lobo,4587,I'D LOVE YOU TO WANT ME
Look,2354,SHININ' ON ~ KIMI GA KANASHII
Lorde,19190,ROYALS
Lorena Chaves,1614,NOSSA HISTÓRIA
Los Furimos e Mikawa Ken-Iche,5148,NIGATA BLUES
Los Hermanos,2785,CARA ESTRANHO
Los Hermanos,2894,QUEM SABE
Los Hermanos,4346,ANNA JÚLIA
Los Hermanos,4408,PRIMAVERA
Los Hermanos,6391,TODO CARNAVAL TEM SEU FIM
Los Hermanos,6742,O VENCEDOR
Los Hermanos,6957,O VENTO
Los Hermanos,16660,SENTIMENTAL
Los Indios,5065,KOMOESTA AKASAKA
Los Indios e Silvia,5037,WAKARETEMO SUKINA HITO
Los Lobos,9015,COM'ON LET'S GO
Los Lobos,4531,LA BAMBA
Lou Bega,4837,MAMBO No. 5
Loubet,15988,MADE IN ROÇA
Louis Armstrong,4556,WHAT A WONDERFUL WORLD
Lourenço e Lourival,15798,VELHA PORTEIRA
Lourenço E Lourival,6859,MÁGOA DE BOIADEIRO
Loverboy,9184,THIS COULD BE THE NIGHT
LS Jack,1282,AMANHÃ NÃO SE SABE
Ls Jack,6407,CARLA
Ls Jack,6557,UMA CARTA
Ls Jack,6675,SEM RADAR
Lu Alone,2626,POSTCARD
Luan E Vanessa,6432,QUATRO SEMANAS DE AMOR
Luan Estilizado,16599,SEBASTIANA
Luan Santana,1338,METEORO
Luan Santana,1350,VOCÊ NÃO SABE O QUE É AMOR
Luan Santana,1403,A LOUCA
Luan Santana,1438,SINAIS
Luan Santana,1572,SEMPRE COM VOCÊ
Luan Santana,1643,ADRENALINA
Luan Santana,1706,PRA VOCÊ LEMBRAR DE MIM
Luan Santana,1748,SUPER AMOR
Luan Santana,1832,AMAR NÃO É PECADO
Luan Santana,1968,AS LEMBRANÇAS VÃO NA MALA
Luan Santana,2800,VOCÊ DE MIM NÃO SAI
Luan Santana,2837,NÊGA
Luan Santana,15155,TE VIVO
Luan Santana,15193,SOGRÃO CAPRICHOU
Luan Santana,15273,TE ESPERANDO
Luan Santana,15298,GAROTAS NÃO MERECEM CHORAR
Luan Santana,15495,O AMOR COLORIU
Luan Santana,15514,TUDO QUE VOCÊ QUISER
Luan Santana,15569,DONZELA
Luan Santana,15585,PAREDE BRANCA
Luan Santana,15605,CÊ TOPA?
Luan Santana,15679,TANTO FAZ
Luan Santana,15819,ESCREVE AÍ
Luan Santana,15921,CHUVA DE ARROZ
Luan Santana,15997,UM BEIJO
Luan Santana,16016,CANTADA
Luan Santana,16163,"DIA, LUGAR E HORA"
Luan Santana,16173,ACORDANDO O PRÉDIO
Luan Santana,16377,MC LENÇOL E DJ TRAVESSEIRO
Luan Santana,16557,QUANDO A BAD BATER
Luan Santana,16631,ÁGUA COM AÇUCAR
Luan Santana - Enrique Iglesias,15684,BAILANDO
Luan Santana - Jorge e Mateus,16487,SOFAZINHO
Luan Santana - Maná,15620,PORTO DO AMOR
Luan Santana - Marília Mendonça,16223,FANTASMA
Luan Santana - MC Kekel,16465,VINGANÇA
Luan Santana - Sandy,16253,MESMO SEM ESTAR
Luan Santana e Ivete Sangalo,1713,QUÍMICA DO AMOR
Luca Mundaca,1693,NÃO SE APAVORE
Lucas Lucco,15314,PRA TE FAZER LEMBRAR
Lucas Lucco,15395,PRINCESINHA
Lucas Lucco,15441,11 VIDAS
Lucas Lucco,15472,MOZÃO
Lucas Lucco,15687,COMIGO É ASSIM LAPADA LAPADA
Lucas Lucco,15763,CALMA AMOR
Lucas Lucco,15816,DESTINO
Lucas Lucco,15838,VAI VENDO
Lucas Lucco - Anitta,15726,BEIJAR À QUEIMA-ROUPA
Lucas Lucco - Pikeno e Menor,15511,TODA TODA
Lucas Lucco - Thiago Brava,16331,TAMANHO P
Luciana Mello,9557,VAIDADE
Luciana Mello,2819,TCHAU
Luciana Mello,15433,SÓ VALE COM VOCÊ
Luciana Mello,16576,NA CORRERIA
Luciana Mello,6164,ASSIM QUE SE FAZ
Luciana Mello,6274,SIMPLES DESEJO
Luciana Mello,6546,PRAZER E LUZ
Luciana Mello,6688,DA COR DO PECADO
Luciana Mello,16611,BORBOLETAS
Lucinha Lins,9495,NARIZINHO
Lucinha Lins,1031,A BAILARINA
Lucy Alves,16339,DOCE COMPANHIA
Lucynha Cintra,9415,CHEGA AÍ
Lucynha Cintra,9526,REBOLANDO VEM
Lucynha Cintra,9454,"EU VOU, EU VOU"
Ludmila Ferber,2494,OS SONHOS DE DEUS
Ludmila Ferber,2993,QUERO QUE VALORIZE
Ludmila Ferber,7885,VEM ME SACIAR
Ludmila Ferber,7732,A DECISÃO
Ludmila Ferber,7851,O VERDADEIRO AMOR
Ludmila Ferber,7877,TEMPO DE CURA
Ludmilla,15697,HOJE
Ludmilla,15881,24 HORAS POR DIA
Ludmilla,15930,SEM QUERER
Ludmilla,16044,FALA MAL DE MIM
Ludmilla,16088,BOM
Ludmilla,16152,SOU EU
Ludmilla,16172,CHEGUEI
Ludmilla - Anitta,16482,FAVELA CHEGOU
Ludmilla - Belo,15888,NÃO QUERO MAIS
Ludmilla - Claudia Leitte,15877,TE ENSINEI CERTIN
Ludmilla - Felipe Araújo,16448,CLICHÊ
Ludmilla - Jão,16531,A BOBA FUI EU
Ludmilla - Leo Santana,16655,INVOCADA
Ludmilla - MC Pupio - MC Doguinha,16348,DIN DIN DIN
Ludmilla - Thiaguinho,16319,SÓ VEM!
Luigi Tenco,7008,"CIAO AMORE, CIAO"
Luís Carlos,7356,EU SONHO COM VOCÊ
Luís Carlos,3934,SEMPRE HÁ SAÍDA
Luís Carlos E Giuliano,6917,EU SOU PEÃO
Luis Fonsi - Daddy Yankee - Justin Bieber,19650,DESPACITO (REMIX)
Luis Fonsi - Demi Lovato,19818,ÉCHAME LA CULPA
Luis Miguel,3919,LA BARCA
Luis Miguel,4075,EL DIA QUE ME QUIERAS
Luiz Américo,7084,CARTA DE ALFORRIA
Luiz Ayrão,7299,AMOR DIVIDIDO
Luiz Ayrão,7307,BONEQUINHA
Luiz Ayrão,7291,A SAUDADE QUE FICOU (O LENCINHO)
Luiz Ayrão,3742,BOLA DIVIDIDA
Luiz Ayrão,6670,PORTA ABERTA
Luiz Ayrão,6950,NO SILÊNCIO DA MADRUGADA
Luiz Ayrão,7197,O LOBO DA MADRUGADA
Luiz Caldas,7367,FRICOTE
Luiz Caldas,7463,TIETA
Luiz Caldas,15910,O QUE QUE ESSA NEGA QUER
Luiz Caldas,16183,HAJA AMOR
Luiz Carlos Magno,7333,DEIXE ELE FALAR SOZINHO
Luiz Carlos Magno,9620,AVE-MARIA PRO NOSSO AMOR
Luiz Cláudio e Giuliano ,1026,SEU JARDINEIRO (MARGARIDA)
Luiz Cláudio e Giuliano part. Bruno e Marrone,9481,MEU SEGREDO
Luiz Gonzaga,9408,CAPIM NOVO
Luiz Gonzaga,9871,SABIÁ
Luiz Gonzaga,15892,AMIGO VELHO
Luiz Gonzaga,3860,XOTE DAS MENINAS
Luiz Gonzaga,16596,IMBALANÇA
Luiz Gonzaga,4367,OVO DE CODORNA
Luiz Gonzaga,3019,ASA BRANCA
Luiz Gonzaga ,7302,ASSUM PRETO
Luiz Gonzaga ,7318,CINTURA FINA
Luiz Gonzaga - Elba Ramalho,15714,QUI NEM JILÓ
Luiz Gonzaga - Gonzaguinha,16626,FESTA
Luiz Gonzaga - Humberto Teixeira,15602,BAIÃO DE DOIS
Luiz Gonzaga e Fagner,1749,SÚPLICA CEARENSE
Luiz Melodia,7351,"ESTÁCIO, EU E VOCÊ"
Luiz Melodia,7352,"ESTÁCIO, HOLLY ESTÁCIO"
Luiz Melodia,9585,A VOZ DO MORRO
Luiz Melodia,9640,CHEGOU A BONITONA
Luiz Melodia,1459,MAGRELINHA
Luíz Melodia,4084,JUVENTUDE TRANSVIADA
Luíz Melodia,4247,PÉROLA NEGRA
Luiz Vieira,3339,PAZ DO MEU AMOR
Luiza Possi,7446,SEU NOME
Luiza Possi,7596,ESCUTA
Luiza Possi,9852,NEM BEM ACORDO
Luiza Possi,2710,ME FAZ BEM (ME HACES BIENS)
Luiza Possi,2840,TUDO CERTO
Luiza Possi,15817,DEVO LHE DIZER
Luiza Possi,16307,LEMBRA
Luiza Possi,16543,DESEJO PREFERIDO
Luiza Possi,6455,DIAS IGUAIS
Luiza Possi,6535,EU SOU ASSIM
Luiza Possi,6755,TUDO QUE HÁ DE BOM
Luíza Possi,6645,ALÉM DO ARCO-ÍRIS
Luiza Possi - Lulu Santos,15631,TEMPO EM MOVIMENTO
Luiza Possi - Roberta Campos,16640,VOCÊ SORRIU PRA MIM
Luiza Possi - Zizi Possi,15243,CACOS DE AMOR
Luiza Possi e Thiaguinho,1963,AINDA É TUDO SEU
Luk Brown,9428,DANADA DA PREGUIÇA
Luka,6637,TÔ NEM AÍ
Luka,6709,PORTA ABERTA
Luka,7244,SEM RESPOSTA
Luka e Papas da Língua,9572,A APOSTA
Lukas Graham,19601,7 YEARS
Lulo,6338,MODERNIDADE
Lulu,4790,TO SIR WITH LOVE
Lulu Santos,7375,LUA DE MEL
Lulu Santos,7322,CONDIÇÃO
Lulu Santos,7438,SATISFAÇÃO
Lulu Santos,7722,VALE DE LÁGRIMAS
Lulu Santos,9296,NINGUÉM MERECE
Lulu Santos,9547,TESOURO DA JUVENTUDE
Lulu Santos,9436,DEIXA ISSO PRA LÁ
Lulu Santos,9452,ESSE BRILHO EM TEU OLHAR
Lulu Santos,1430,JANELA INDISCRETA
Lulu Santos,3279,UM CERTO ALGUÉM
Lulu Santos,3255,SEREIA
Lulu Santos,3278,TUDO COM VOCÊ
Lulu Santos,3504,ADIVINHA O QUÊ ?
Lulu Santos,3508,AVISO AOS NAVEGANTES
Lulu Santos,3052,COMO UMA ONDA
Lulu Santos,3192,O ÚLTIMO ROMÂNTICO
Lulu Santos,1805,BRIGAS (MEU BENZINHO)
Lulu Santos,1824,AREIAS ESCALDANTES
Lulu Santos,1880,TUDO AZUL
Lulu Santos,15081,AQUILO
Lulu Santos,15084,CONTATOS
Lulu Santos,15184,PAPO CABEÇA
Lulu Santos,15717,SÓCIO DO AMOR
Lulu Santos,3613,DANCIN' DAYS
Lulu Santos,3620,GRAAL
Lulu Santos,3642,TUDO IGUAL
Lulu Santos,3728,TÃO BEM
Lulu Santos,3730,TODA FORMA DE AMOR
Lulu Santos,3939,TEMPOS MODERNOS
Lulu Santos,3950,CADÊ VOCÊ
Lulu Santos,4001,HIPER CONECTIVIDADE
Lulu Santos,6084,APENAS MAIS UMA DE AMOR
Lulu Santos,6327,CERTAS COISAS
Lulu Santos,6438,TODO UNIVERSO
Lulu Santos,6572,JÁ É
Lulu Santos,6791,SEM NUNCA DAR ADEUS
Lulu Santos,6802,A CURA
Lulu Santos,6964,POP STAR
Lulu Santos,3021,ASSIM CAMINHA A HUMANIDADE
Lulu Santos,3057,DE REPENTE CALIFÓRNIA
Lulu Santos,3462,CASA
Lulu Santos,3477,MINHA VIDA
Lulu Santos,3497,TUDO BEM
Lulu Santos,3499,UM PRO OUTRO
Lupicínio Rodrigues,3082,ESSES MOÇOS (POBRES MOÇOS)
Luxúria,9305,O ÓDIO
Luxúria,7978,IMPERECÍVEL
Luxúria ,7985,LAMA
M People,19584,MOVING ON UP
"M. Creusa, Toquinho E V. De Moraes",6020,MINHA NAMORADA
M. Harumi e M. Masahi,5116,FUTARI NO OSAKA
M.Cecilia e Rodolfo-Exaltasamba,1699,O TROCO
"Maciel Melo, Xangai e Nana",15350,RAINHA
Macy Gray,4917,I TRY
Madonna,4830,LIKE A PRAYER
Madonna,9005,AMERICAN PIE
Madonna,4893,FROZEN
Madonna,4902,HOLIDAY
Madonna,4963,SECRET
Madonna,4884,DON'T TELL ME
Madonna,4972,TAKE A BOW
Madonna,2556,ONE MORE CHANCE
Madonna,2584,BORDERLINE
Madonna,19004,GIRL GONE WILD
Madonna,19023,TURN UP THE RADIO
Madonna,19048,CELEBRATION
Madonna,19053,GIVE IT 2 ME
Madonna,19062,MILES AWAY
Madonna,19091,CHERISH
Madonna,19103,HOLLYWOOD
Madonna,19104,HUNG UP
Madonna,19135,MUSIC
Madonna,19150,VOGUE
Madonna,19343,LIVING FOR LOVE
Madonna,19359,YOU'LL SEE
Madonna,19387,LA ISLA BONITA
Madonna,19613,EXPRESS YOURSELF
Madonna,19626,RAIN
Madonna,19642,BAD GIRL
Madonna,19716,THE POWER OF GOOD-BYE
Madonna,19802,DEEPER AND DEEPER
Madonna,19817,DRESS YOU UP
Madonna,19885,INTO THE GROOVE
Madonna,19466,LIVE TO TELL
Madonna,4696,CRAZY FOR YOU
Madonna,4754,PHYSICAL
Madonna,4738,MATERIAL GIRL
Madonna,4535,LIKE A VIRGIN
Madonna - Justin Timberlake - Timbaland,19535,4 MINUTES
Madonna - Maluma,19954,MEDELLÍN
Madonna ,9244,BEAUTIFUL STRANGER 
Madonna ,9271,SORRY 
Madrigal,1285,CABOCLA
Maeda Nobuteru,2095,SOBA NI IRU YO
Maekawa Hiroshi,5247,KOI MABOROSHI
Maekawa Kiyoshi,5096,UWASSA NO ONNA
Maekawa Kiyoshi,5156,OTOKO TO ONNA NO KAKERA
Maekawa Kiyoshi,5220,SAYONARA NO KANATA E
Maekawa Kiyoshi,5271,AIGA HOSHI
Maekawa Kiyoshi,5304,WAKARE UTA DEMO UTATTE
Maekawa Kiyoshi,5346,DAKISHIMETE
Maekawa Kiyoshi,5471,SOSHITE KOBE
Maekawa Kiyoshi,5474,TENSHINO EKUBO
Maekawa Kiyoshi,5643,YUKI RESHA
Maekawa Kiyoshi,5644,YUME ITIBYO
Maekawa Kiyoshi,5703,HAYARI UTA
Maekawa Kiyoshi,5707,HIMAWARI
Maekawa Kiyoshi,5776,OSAKA
Maekawa Kiyoshi,2049,FURUSATO NO HANA NO YOH NI
Maekawa Kiyoshi,2072,NAMIDA
Maekawa Kiyoshi,2081,AI TO TAWAMURE NO TONARI NI
Maekawa Kiyoshi,18204,BARA NO ORGEL
Maekawa Kiyoshi,18260,KOBE
Maekawa Kiyoshi,18291,EIEN
Maekawa Kiyoshi,18295,HANA NO TOKI AI NO TOKI
Maekawa Kiyoshi,18392,TOBIRA
Maekawa Kiyoshi,18402,ANO TOKI NI WA MODORENAI
Maekawa Kiyoshi,18513,TOKI NO OMOI
Mafalda Minnozzi,7009,COME LE ROSE
Magazine,6987,TIC TIC NERVOSO
Magazine,6983,SOU BOY
Maggie Macneal,19679,WHEN YOU'RE GONE
Magic!,19230,RUDE
Maiara e Maraisa,16047,MEDO BOBO
Maiara e Maraísa,15966,10%
Maiara e Maraísa,16167,MEXIDINHO
Maiara e Maraísa,16200,VOCÊ FAZ FALTA AQUI
Maiara e Maraísa,16236,SORTE QUE CÊ BEIJA BEM
Maiara e Maraísa,16266,DOIS IDIOTAS
Maiara e Maraísa,16364,NO DIA DO SEU CASAMENTO
Maiara e Maraísa,16453,QUEM ENSINOU FUI EU
Maiara e Maraísa,16632,AÍ EU BEBO
Maiara e Maraísa - Cristiano Araújo,16076,SE OLHA NO ESPELHO
Maiara e Maraisa - Marilia Mendonca,16651,BEBACA
